date,year,month,city,route_id,transport_mode,avg_daily_riders,total_monthly_riders,avg_ticket_price,service_frequency_per_hour,avg_delay_minutes,capacity_utilisation
2025-07-01,2025,7,London,LON-004,Tram,19110,592410,3.03,11.5,9.3,1.06
2025-08-01,2025,8,London,LON-004,Tram,16783,520273,2.77,10.5,8.1,0.89
2025-09-01,2025,9,London,LON-004,Tram,16205,486150,2.81,10.2,10.6,0.82
2025-10-01,2025,10,London,LON-004,tram,17861,553691,2.66,11.4,4.4,0.86
2025-11-01,2025,11,London,LON-004,Tram,18410,552300,2.67,11.8,12.7,0.87
2025-12-01,2025,12,London,LON-004,Tram,14490,449190,279,,7.1,1.02
2019-01-01,2019,1,London,LON-005,Rail,33017,1023527,3.52,15.9,12.4,1.11
2019-02-01,2019,2,London,LON-005,Rail,38472,1077216,3.31,16.5,13.6,1.15
2019-03-01,2019,3,London,LON-005,Rail,34863,1080753,3.71,17.1,13.9,1.04
2019-04-01,2019,4,London,LON-005,Rail,31959,958770,3.42,16.2,14.7,1.15
2019-05-01,2019,5,London,LON-005,Rail,43989,1363659,3.6,20.6,13.1,1.15
2019-06-01,2019,6,London,LON-005,Rail,54350,1630500,3.44,22,18.1,1.15
2019-07-01,2019,7,London,LON-005,Rail,41190,1276890,3.74,18.6,19.4,1.15
2019-08-01,2019,8,London,LON-005,Rail,41679,1292049,3.92,18.4,13.6,1.15
2019-09-01,2019,9,London,LON-005,Rail,43751,1312530,3.77,17.9,9.7,1.15
2019-10-01,2019,10,London,LON-005,Rail,51257,1588967,3.63,22,17,1.59
2019-11-01,2019,11,London,LON-005,Rail,43164,1294920,3.6,18.6,16.7,1.15
2019-12-01,2019,12,LDN,LON-005,Rail,46995,1456845,3.65,20.2,16.2,1.15
2020-01-01,2020,1,London,LON-005,Rail,27718,859258,3.8,16,11.7,0.97
2020-02-01,2020,2,London,LON-005,Rail,36166,1048814,3.45,17,14.3,1.15
2020-03-01,2020,3,London,LON-005,Rail,36139,1120309,3.26,18.1,10.6,1.14
2020-04-01,2020,4,London,LON-005,Rail,42643,1279290,3.62,19.2,11.4,1.15
2020-05-01,2020,5,London,LON-005,Rail,30501,945531,3.81,15.4,12.1,1.15
2020-06-01,2020,6,London,LON-005,Rail,57753,1732590,3.66,22,,1.15
2020-07-01,2020,7,London,LON-005,Rail,40079,1242449,3.57,,11.9,1.15
2020-08-01,2020,8,London,LON-005,Rail,45853,1421443,3.5,19.7,12.4,1.15
2020-09-01,2020,9,London,LON-005,Rail,39950,1198500,3.58,19.6,12.3,1.1
2020-10-01,2020,10,London,LON-005,Rail,46279,1434649,3.66,20.2,15.8,1.15
2020-11-01,2020,11,London,LON-005,Rail,39035,1171050,3.71,19.3,15.2,1.1
2020-12-01,2020,12,London,LON-005,Rail,44030,1364930,3.65,19.1,12.6,1.15
2021-01-01,2021,1,London,LON-005,Rail,42206,1308386,388,20.8,15,1.15
2021-02-01,2021,2,London,LON-005,Rail,30350,849800,3.71,15.4,10.4,1.09
2021-03-01,2021,3,London,LON-005,Rail,45949,1424419,3.71,20.8,10.9,1.15
2021-04-01,2021,4,London,LON-005,Rail,52387,1571610,3.49,22,15.6,1.15
2021-05-01,2021,5,London,LON-005,Rail,44272,1372432,3.44,,15.3,1.15
2021-06-01,2021,6,London,LON-005,Rail,44383,1331490,3.4,20.6,15.1,1.09
2021-07-01,2021,7,London,LON-005,Rail,54362,1685222,3.68,22,14.5,1.15
2021-08-01,2021,8,London,LON-005,Rail,43713,1355103,372,22,12.6,1.15
2021-09-01,2021,9,London,LON-005,Rail,54169,1625070,3.75,22,17.2,1.15
2021-10-01,2021,10,London,LON-005,Rail,44174,1369394,355,21.6,10.4,1.15
2021-11-01,2021,11,London,LON-005,Rail,37333,1119990,3.6,18.5,11.6,1.09
2021-12-01,2021,12,London,LON-005,Rail,37361,1158191,3.8,17.4,11.4,1.15
2022-01-01,2022,1,London,LON-005,Rail,53245,1650595,3.64,22,15.8,1.15
2022-02-01,2022,2,London,LON-005,Rail,47608,1333024,3.83,22,12,1.15
2022-03-01,2022,3,London,LON-005,Rail,34249,1061719,3.88,18.4,10,1.04
2022-04-01,2022,4,London,LON-005,rail,30884,926520,3.64,15.3,9.7,1.42
2022-05-01,2022,5,London,LON-005,Rail,45319,1404889,3.75,21.9,17.5,1.15
2022-06-01,2022,6,London,LON-005,Rail,36136,1084080,3.72,18.3,12.1,1.07
2022-07-01,2022,7,London,LON-005,Rail,44566,1381546,3.46,20.4,13,1.15
2022-08-01,2022,8,London,LON-005,Rail,52188,1617828,3.88,22,16.8,1.15
2022-09-01,2022,9,London,LON-005,Rail,41697,1250910,3.9,20.5,12.5,1.15
2022-10-01,2022,10,London,LON-005,Rail,50796,1574676,3.81,22,12.3,1.15
2022-11-01,2022,11,London,LON-005,Rail,55951,1678530,3.86,22,17.7,1.15
2022-12-01,2022,12,London,LON-005,Rail,39194,1215014,3.59,17.5,7.5,1.15
2023-01-01,2023,1,London,LON-005,Rail,35808,1110048,383,18.2,13.6,1.06
2023-02-01,2023,2,London,LON-005,Rail,47454,1328712,3.9,19.4,16.7,1.15
2023-03-01,2023,3,London,LON-005,Rail,56160,1740960,3.88,22,,1.15
2023-04-01,2023,4,London,LON-005,Rail,39520,1185600,3.75,18.3,13.2,1.15
2023-05-01,2023,5,London,LON-005,Rail,56115,1739565,4.01,22,17.8,1.15
2023-06-01,2023,6,London,LON-005,Rail,60278,1808340,4.21,22,12.6,1.15
2023-07-01,2023,7,London,LON-005,Rail,54341,1684571,3.78,22,14.7,1.15
2023-08-01,2023,8,London,LON-005,Rail,52871,1639001,4.01,22,16.2,1.15
2023-09-01,2023,9,London,LON-005,Rail,40952,1228560,3.84,18.2,13.4,1.15
2023-10-01,2023,10,London,LON-005,Rail,45592,1413352,3.92,18.5,16.6,1.15
2023-11-01,2023,11,London,LON-005,Rail,46687,1400610,3.95,19.8,11.3,1.15
2023-12-01,2023,12,London,LON-005,Rail,39804,1233924,3.7,18.5,14.5,1.15
2024-01-01,2024,1,London,LON-005,Rail,49395,1531245,3.71,22,15.3,1.15
2024-02-01,2024,2,London,LON-005,rail,37247,1080163,4.16,17.6,11.5,1.14
2024-03-01,2024,3,London,LON-005,Rail,47415,1469865,410,22,10.8,1.15
2024-04-01,2024,4,london,LON-005,Rail,44398,1331940,3.96,21.2,13.1,1.15
2024-05-01,2024,5,London,LON-005,Rail,68665,2128615,3.83,22,17.1,1.15
2024-06-01,2024,6,london,LON-005,Rail,42137,1264110,4,18.9,7.4,1.15
2024-07-01,2024,7,london,LON-005,Rail,45961,1424791,4.06,21.8,13.7,1.08
2024-08-01,2024,8,london,LON-005,Rail,47927,1485737,3.98,20,14.8,1.15
2024-09-01,2024,9,London,LON-005,Rail,55298,1658940,3.98,22,14.4,1.15
2024-10-01,2024,10,London,LON-005,Rail,51224,1587944,3.83,22,16.4,1.15
2024-11-01,2024,11,london,LON-005,Rail,52704,1581120,3.84,22,15.4,1.15
2024-12-01,2024,12,London,LON-005,Rail,55896,1732776,3.83,22,13.7,1.15
2025-01-01,2025,1,London,LON-005,Rail,31883,988373,4.13,16.2,11.3,1.13
2025-02-01,2025,2,London,LON-005,Rail,52484,1469552,4.16,21.2,16,1.15
2025-03-01,2025,3,London,LON-005,Rail,45099,1398069,3.93,21.8,14.8,1.07
2025-04-01,2025,4,London,LON-005,Rail,60905,1827150,3.63,22,18.8,1.15
2025-05-01,2025,5,London,LON-005,Rail,58987,1828597,3.81,22,16.5,1.15
2025-06-01,2025,6,London,LON-005,Rail,51803,1554090,3.88,21.9,13.1,1.15
2025-07-01,2025,7,London,LON-005,Rail,58728,1820568,3.98,22,17.5,1.15
2025-08-01,2025,8,London,LON-005,Rail,58904,1826024,3.99,22,14.4,1.15
2025-09-01,2025,9,london,LON-005,Rail,60474,1814220,3.78,22,15.5,1.15
2025-10-01,2025,10,London,LON-005,Rail,38265,1186215,3.93,18.7,16.2,1.35
2025-11-01,2025,11,London,LON-005,Rail,44952,1348560,4.11,19.1,15.2,1.15
2025-12-01,2025,12,London,LON-005,Rail,43636,1352716,3.83,20.1,13.4,1.12
2019-01-01,2019,1,London,LON-006,BikeShare,10297,319207,1.58,8.4,3.3,0.65
2019-02-01,2019,2,london,LON-006,BikeShare,10426,291928,1.42,10.5,5.4,0.52
2019-03-01,2019,3,London,LON-006,BikeShare,8749,271219,1.62,9.2,10.1,0.54
2019-04-01,2019,4,London,LON-006,BikeShare,14322,429660,1.51,9.9,10.4,0.77
2019-05-01,2019,5,London,LON-006,BikeShare,13521,419151,1.51,11.4,1.9,0.69
2019-06-01,2019,6,London,LON-006,BikeShare,15395,461850,1.46,12.2,7.9,0.81
2019-07-01,2019,7,london,LON-006,BikeShare,13077,405387,1.63,11.5,7.2,0.71
2019-08-01,2019,8,London,LON-006,bikeshare,9400,291400,1.53,8.8,5.2,0.68
2019-09-01,2019,9,london,LON-006,BikeShare,13434,403020,1.64,12.5,6.3,0.59
2019-10-01,2019,10,London,LON-006,BikeShare,12600,390600,1.51,10.2,5.6,0.63
2019-11-01,2019,11,London,LON-006,BikeShare,10765,322950,1.46,8.2,7.2,0.77
2020-01-01,2020,1,London,LON-006,BikeShare,9819,304389,1.64,10.3,10.6,0.48
2020-02-01,2020,2,London,LON-006,BikeShare,13151,381379,1.6,10.5,5.3,0.66
2020-03-01,2020,3,London,LON-006,BikeShare,13491,418221,1.72,9.7,6,0.78
2020-05-01,2020,5,London,LON-006,BikeShare,12483,386973,1.57,9.2,8.2,0.67
2020-06-01,2020,6,London,LON-006,BikeShare,13344,400320,1.55,12.1,9,0.61
2020-07-01,2020,7,London,LON-006,BikeShare,12742,395002,1.67,12.1,5,0.61
2020-08-01,2020,8,London,LON-006,BikeShare,13420,416020,1.43,10.7,8.7,0.72
2020-09-01,2020,9,London,LON-006,BikeShare,16676,500280,1.59,11.1,,0.9
2020-10-01,2020,10,London,LON-006,BikeShare,12188,377828,1.64,8.8,8.8,0.8
2020-11-01,2020,11,London,LON-006,BikeShare,14369,431070,1.54,11.1,6.8,0.73
2020-12-01,2020,12,London,LON-006,BikeShare,11535,357585,1.63,7.4,5.8,0.94
2021-02-01,2021,2,london,LON-006,BikeShare,10016,280448,1.62,8.4,,0.71
2021-03-01,2021,3,London,LON-006,BikeShare,10330,320230,1.43,9.5,4.7,0.62
2021-04-01,2021,4,London,LON-006,BikeShare,15093,452790,1.67,10.2,4.3,0.75
2021-05-01,2021,5,London,LON-006,BikeShare,16282,504742,1.6,11.2,6.5,0.82
2021-07-01,2021,7,London,LON-006,BikeShare,11202,347262,151,,0.3,0.81
2021-08-01,2021,8,London,LON-006,BikeShare,16544,512864,1.64,11.4,1.9,0.73
2021-09-01,2021,9,London,LON-006,BikeShare,14482,434460,1.66,12.7,3.6,0.64
2021-10-01,2021,10,London,LON-006,BikeShare,14825,459575,1.54,10.7,5,0.74
2021-11-01,2021,11,London,LON-006,BikeShare,10881,326430,1.61,9.6,2.8,0.65
2021-12-01,2021,12,London,LON-006,BikeShare,12681,393111,1.69,10.3,8.9,0.77
2022-01-01,2022,1,London,LON-006,BikeShare,12192,377952,1.57,10.3,9.6,0.58
2022-03-01,2022,3,London,LON-006,BikeShare,13504,418624,1.69,10.4,7.1,0.82
2022-04-01,2022,4,London,LON-006,BikeShare,12417,372510,1.67,9.4,6.5,0.69
2022-06-01,2022,6,LDN,LON-006,BikeShare,17736,532080,152,11.5,12.2,0.85
2022-10-01,2022,10,London,LON-006,BikeShare,19298,598238,1.64,10.7,,1.1
2022-11-01,2022,11,London,LON-006,BikeShare,13022,390660,1.69,11.1,4.3,0.6
2022-12-01,2022,12,London,LON-006,BikeShare,10911,338241,1.8,10.5,6.7,0.98
2023-01-01,2023,1,London,LON-006,BikeShare,10058,311798,1.83,12.6,6.4,0.45
2023-02-01,2023,2,London,LON-006,BikeShare,11996,335888,1.73,10.9,6.2,0.58
2023-03-01,2023,3,London,LON-006,BikeShare,12486,387066,1.77,9.7,2.5,0.74
2023-04-01,2023,4,London,LON-006,BikeShare,12291,368730,1.75,10.7,,0.62
2023-05-01,2023,5,London,LON-006,BikeShare,12253,379843,1.77,9.6,7.6,0.72
2023-07-01,2023,7,London,LON-006,BikeShare,17433,540423,1.64,10.2,,1.02
2023-08-01,2023,8,London,LON-006,BikeShare,15885,492435,1.65,10.5,11.3,0.86
2023-12-01,2023,12,London,LON-006,BikeShare,12257,379967,1.61,10.3,4.8,0.67
2024-01-01,2024,1,London,LON-006,BikeShare,11565,358515,1.73,8.7,8,0.7
2024-02-01,2024,2,London,LON-006,BikeShare,12521,363109,1.6,11,6.7,0.57
2024-03-01,2024,3,London,LON-006,BikeShare,15262,473122,1.65,11.5,9.4,0.69
2024-04-01,2024,4,London,LON-006,BikeShare,13334,400020,1.64,9.4,7.6,0.77
2024-05-01,2024,5,London,LON-006,BikeShare,15511,480841,1.78,11.2,10,0.85
2024-06-01,2024,6,London,LON-006,BikeShare,15814,474420,1.62,10.2,2.3,0.86
2024-07-01,2024,7,London,LON-006,BikeShare,17191,532921,1.83,11.8,10.8,0.76
2024-08-01,2024,8,London,LON-006,BikeShare,15051,466581,1.69,11.2,11.4,0.7
2024-09-01,2024,9,London,LON-006,BikeShare,13680,410400,1.61,10.1,4.2,0.69
2024-10-01,2024,10,London,LON-006,BikeShare,10804,334924,1.82,8.9,3.6,0.6
2024-11-01,2024,11,London,LON-006,BikeShare,13374,401220,1.65,11.4,1.7,0.59
2024-12-01,2024,12,London,LON-006,BikeShare,14917,462427,1.67,10.6,8.1,0.87
2025-01-01,2025,1,London,LON-006,BikeShare,11608,359848,1.67,8.1,7.4,0.9
2025-03-01,2025,3,London,LON-006,BikeShare,16383,507873,1.75,12.5,8.5,0.79
2025-04-01,2025,4,London,LON-006,BikeShare,18429,552870,1.76,10.1,1.5,1.07
2025-05-01,2025,5,London,LON-006,BikeShare,17243,534533,1.81,12.3,7.6,0.81
2025-06-01,2025,6,London,LON-006,BikeShare,12826,384780,1.74,9.5,8.1,0.86
2025-07-01,2025,7,London,LON-006,BikeShare,16518,512058,1.58,12.8,8.4,0.78
2025-08-01,2025,8,London,LON-006,BikeShare,14965,463915,1.75,11.5,8.2,0.68
2025-09-01,2025,9,London,LON-006,BikeShare,13306,399180,1.72,10.1,5.8,0.65
2025-10-01,2025,10,London,LON-006,BikeShare,13687,424297,1.8,9.9,8.1,0.8
2025-11-01,2025,11,London,LON-006,BikeShare,10266,307980,1.79,,5.2,0.49
2025-12-01,2025,12,London,LON-006,BikeShare,12267,380277,1.7,10.5,5.1,0.68
2019-01-01,2019,1,London,LON-007,Tram,20296,629176,2.48,11.4,11.5,0.95
2019-02-01,2019,2,London,LON-007,Tram,16312,456736,2.33,8.3,11.7,1.1
2019-03-01,2019,3,London,LON-007,Tram,19317,598827,2.44,13.8,11.4,0.82
2019-04-01,2019,4,London,LON-007,Tram,14623,438690,2.48,12.2,9.7,0.79
2019-05-01,2019,5,London,LON-007,Tram,24115,747565,2.4,16,8.9,0.88
2019-06-01,2019,6,London,LON-007,tram,21371,641130,2.3,13.5,8.9,1.22
2019-07-01,2019,7,London,LON-007,Tram,19452,603012,2.53,11.7,9.3,0.84
2019-08-01,2019,8,London,LON-007,Tram,19760,612560,2.6,,10.3,0.97
2019-09-01,2019,9,London,LON-007,Tram,18864,565920,2.45,12,11.5,0.91
2019-10-01,2019,10,London,LON-007,Tram,17975,557225,2.28,10.8,8.7,0.9
2019-11-01,2019,11,London,LON-007,Tram,19754,592620,2.73,13,10.9,0.82
2019-12-01,2019,12,London,LON-007,Tram,21223,657913,2.38,14.3,9,0.87
2020-01-01,2020,1,London,LON-007,Tram,17785,551335,2.55,11.8,11.2,0.85
2020-02-01,2020,2,London,LON-007,Tram,19036,552044,2.7,12.1,11.4,0.94
2020-03-01,2020,3,London,LON-007,Tram,21476,665756,2.46,13.2,5.5,0.84
2020-04-01,2020,4,London,LON-007,Tram,16610,498300,2.4,11.9,8.9,0.76
2020-05-01,2020,5,London,LON-007,Tram,20451,633981,2.6,13.4,7.6,0.84
2020-06-01,2020,6,London,LON-007,Tram,23307,699210,2.42,13,10.1,1.07
2020-07-01,2020,7,London,LON-007,Tram,22638,701778,2.44,14.5,8.6,0.87
2020-08-01,2020,8,London,LON-007,Tram,19066,591046,2.74,12.3,14.5,0.78
2020-09-01,2020,9,London,LON-007,Tram,16515,495450,2.5,12.3,8.7,0.75
2020-10-01,2020,10,London,LON-007,Tram,16773,519963,2.72,12.3,6.6,0.79
2020-11-01,2020,11,London,LON-007,Tram,20761,622830,2.39,13,10.8,0.78
2020-12-01,2020,12,LDN,LON-007,Tram,15131,469061,2.49,11.6,3.2,0.74
2021-01-01,2021,1,London,LON-007,Tram,12980,402380,2.57,11.2,7.3,0.55
2021-02-01,2021,2,London,LON-007,Tram,16774,469672,2.57,12.8,9.9,0.66
2021-03-01,2021,3,London,LON-007,Tram,19798,613738,2.66,13,12.8,0.89
2021-04-01,2021,4,London,LON-007,Tram,15788,473640,2.43,11.9,11.3,0.78
2021-05-01,2021,5,London,LON-007,Tram,18116,561596,2.67,11.2,8.1,0.83
2021-06-01,2021,6,London,LON-007,Tram,20875,626250,2.6,13.8,10.4,0.79
2021-07-01,2021,7,London,LON-007,Tram,30778,954118,2.53,15.2,12.8,1.14
2021-08-01,2021,8,London,LON-007,Tram,23131,717061,2.58,14.3,10.6,0.9
2021-09-01,2021,9,London,LON-007,Tram,22794,683820,2.59,13.2,11.6,1.02
2021-10-01,2021,10,London,LON-007,Tram,19762,612622,250,13.1,3.7,0.91
2021-11-01,2021,11,london,LON-007,Tram,18377,551310,2.45,13.6,6.3,0.8
2021-12-01,2021,12,London,LON-007,Tram,16798,520738,2.47,11.7,9.5,0.74
2022-01-01,2022,1,London,LON-007,Tram,25638,794778,2.72,11.8,11.1,1.15
2022-02-01,2022,2,London,LON-007,Tram,20525,574700,2.56,12.2,15.1,0.89
2022-03-01,2022,3,London,LON-007,Tram,18482,572942,2.86,15.9,10.3,0.7
2022-04-01,2022,4,London,LON-007,Tram,16447,493410,2.55,12.9,11.5,0.65
2022-05-01,2022,5,London,LON-007,Tram,19685,610235,2.39,13.2,6.6,0.91
2022-06-01,2022,6,London,LON-007,Tram,16854,505620,2.67,12.8,7,0.77
2022-07-01,2022,7,London,LON-007,Tram,26375,817625,277,,14.1,1.01
2022-08-01,2022,8,London,LON-007,Tram,21705,672855,2.64,9.8,12.8,1.08
2022-09-01,2022,9,London,LON-007,Tram,18242,547260,2.51,13.2,9,0.82
2022-10-01,2022,10,London,LON-007,Tram,20619,639189,2.75,11.1,12,1.11
2022-11-01,2022,11,London,LON-007,Tram,18527,555810,2.6,12.2,9.5,0.89
2022-12-01,2022,12,London,LON-007,Tram,21494,666314,2.76,13.5,10.7,0.85
2023-01-01,2023,1,London,LON-007,Tram,22214,688634,2.7,12.7,8.5,1.22
2023-02-01,2023,2,London,LON-007,tram,19510,546280,2.73,13.7,8.2,0.74
2023-03-01,2023,3,London,LON-007,Tram,16445,509795,286,11.3,11.6,0.77
2023-04-01,2023,4,london,LON-007,Tram,15159,454770,2.85,12.9,8.7,0.66
2023-05-01,2023,5,London,LON-007,Tram,21318,660858,2.59,13.1,6.6,0.94
2023-06-01,2023,6,London,LON-007,Tram,16786,503580,2.6,11.1,10.4,0.88
2023-07-01,2023,7,london,LON-007,Tram,19852,615412,2.74,13,10.1,0.83
2023-08-01,2023,8,London,LON-007,Tram,27912,865272,2.73,16.5,10.2,0.97
2023-09-01,2023,9,LDN,LON-007,Tram,20505,615150,2.68,13.1,11.4,1.33
2023-10-01,2023,10,London,LON-007,Tram,18449,571919,2.68,11.4,8.8,0.87
2023-11-01,2023,11,London,LON-007,Tram,21111,633330,2.77,13.1,8.6,0.94
2023-12-01,2023,12,London,LON-007,Tram,17401,539431,2.45,11.1,13,0.82
2024-01-01,2024,1,London,LON-007,Tram,20275,628525,2.56,13.6,10.8,0.88
2024-02-01,2024,2,London,LON-007,Tram,22124,641596,2.75,13.5,7.7,0.86
2024-03-01,2024,3,London,LON-007,Tram,15160,469960,2.65,10.6,9.3,0.82
2024-04-01,2024,4,London,LON-007,Tram,20819,624570,2.63,13.5,6.3,0.87
2024-05-01,2024,5,London,LON-007,Tram,20662,640522,2.52,14.2,12.2,0.93
2024-06-01,2024,6,London,LON-007,Tram,22559,676770,2.57,12.7,10.4,0.97
2024-07-01,2024,7,London,LON-007,Tram,18798,582738,2.64,11.6,4.9,0.84
2024-08-01,2024,8,London,LON-007,Tram,22371,693501,2.78,13.3,12.7,0.95
2024-09-01,2024,9,London,LON-007,Tram,29748,892440,2.72,16,10.3,0.99
2024-10-01,2024,10,London,LON-007,Tram,22394,694214,2.49,14,11.4,0.91
2024-11-01,2024,11,London,LON-007,Tram,19336,580080,2.57,12.9,10.4,0.86
2024-12-01,2024,12,London,LON-007,Tram,17427,540237,2.71,12.4,11.6,0.8
2025-01-01,2025,1,London,LON-007,Tram,23234,720254,2.75,14.4,9.1,0.87
2025-02-01,2025,2,London,LON-007,Tram,20211,565908,2.84,12.7,10,0.92
2025-03-01,2025,3,london,LON-007,Tram,17615,546065,286,11.9,12.4,0.82
2025-04-01,2025,4,London,LON-007,Tram,25477,764310,2.77,16,11.5,0.86
2025-05-01,2025,5,London,LON-007,Tram,21313,660703,268,14.4,12,0.88
2025-06-01,2025,6,London,LON-007,Tram,25401,762030,2.78,14.6,7,0.96
2025-07-01,2025,7,London,LON-007,Tram,25793,799583,2.89,15.9,10.3,0.92
2025-08-01,2025,8,London,LON-007,Tram,23631,732561,2.79,12.8,8.5,0.98
2025-09-01,2025,9,London,LON-007,Tram,25700,771000,2.7,13.5,9.2,1.15
2025-10-01,2025,10,London,LON-007,Tram,20261,628091,2.88,12.8,9.7,0.96
2025-11-01,2025,11,London,LON-007,Tram,20687,620610,2.75,13.9,9.2,0.83
2025-12-01,2025,12,LDN,LON-007,Tram,18048,559488,2.84,12.9,14.5,0.64
2019-01-01,2019,1,london,LON-008,Bus,22107,685317,2.22,12.4,12.7,1.03
2019-02-01,2019,2,London,LON-008,bus,19862,556136,2.31,10.7,13,1.08
2019-03-01,2019,3,London,LON-008,Bus,21504,666624,2.46,12.6,10.1,0.86
2019-04-01,2019,4,London,LON-008,Bus,24498,734940,2.26,13.1,10.8,1.09
2019-05-01,2019,5,London,LON-008,Bus,25633,794623,2.2,13.4,8.1,1.06
2019-06-01,2019,6,London,LON-008,Bus,26527,795810,2.12,14.7,11.8,0.98
2019-07-01,2019,7,London,LON-008,Bus,25878,802218,2.35,12.8,17.2,1.1
2019-08-01,2019,8,London,LON-008,Bus,24976,774256,2.12,14.3,14,1.03
2019-09-01,2019,9,London,LON-008,Bus,22438,673140,2.3,14.4,10.7,0.9
2019-10-01,2019,10,London,LON-008,Bus,17139,531309,2.22,9.6,11.9,0.96
2019-11-01,2019,11,London,LON-008,Bus,20381,611430,2.12,10.9,,1.05
2019-12-01,2019,12,London,LON-008,Bus,18278,566618,2.22,10.5,,0.91
2020-01-01,2020,1,London,LON-008,Bus,21870,677970,2.33,13.1,11.5,1.02
2020-02-01,2020,2,London,LON-008,Bus,16964,491956,2.23,11.5,13.3,0.71
2020-03-01,2020,3,London,LON-008,Bus,24928,772768,2.22,11.4,13.5,1.15
2020-04-01,2020,4,London,LON-008,Bus,25523,765690,2.15,12.7,14.6,1.12
2020-05-01,2020,5,London,LON-008,Bus,33781,1047211,2.05,15.1,14,1.15
2020-06-01,2020,6,London,LON-008,Bus,31443,943290,2.23,17.1,11.7,1.05
2020-07-01,2020,7,London,LON-008,Bus,30756,953436,2.15,13.6,11.2,1.15
2020-08-01,2020,8,London,LON-008,Bus,31136,965216,2.21,14.5,12.8,1.14
2020-09-01,2020,9,London,LON-008,Bus,20876,626280,217,11.5,7.8,1.08
2020-10-01,2020,10,London,LON-008,Bus,14073,436263,2.26,,11.5,0.99
2020-11-01,2020,11,London,LON-008,Bus,23684,710520,2.23,13.8,13.1,1
2020-12-01,2020,12,London,LON-008,Bus,19933,617923,2.14,12.3,6.5,0.96
2021-01-01,2021,1,London,LON-008,Bus,19152,593712,2.26,11.2,10.7,0.97
2021-02-01,2021,2,London,LON-008,Bus,17477,489356,2.36,11.4,11.8,0.87
2021-03-01,2021,3,London,LON-008,Bus,19102,592162,2.44,10.1,,1.06
2021-04-01,2021,4,London,LON-008,Bus,23936,718080,2.14,11.1,9.8,1.52
2021-05-01,2021,5,London,LON-008,Bus,26636,825716,2.32,14.7,13.3,1.14
2021-06-01,2021,6,london,LON-008,Bus,28833,864990,2.29,16.2,15.5,1.05
2021-07-01,2021,7,London,LON-008,Bus,29232,906192,2.23,16.2,12,1.08
2021-08-01,2021,8,London,LON-008,Bus,30698,951638,2.23,15.7,13.8,1.11
2021-09-01,2021,9,London,LON-008,Bus,25896,776880,2.34,13.2,13.8,1.15
2021-10-01,2021,10,London,LON-008,Bus,22112,685472,2.2,11.6,7.7,1.02
2021-11-01,2021,11,London,LON-008,Bus,24579,737370,2.17,14,9.3,1.01
2021-12-01,2021,12,London,LON-008,Bus,19818,614358,2.2,12.4,14.2,0.88
2022-01-01,2022,1,London,LON-008,Bus,24316,753796,2.43,15,14.2,0.91
2022-02-01,2022,2,London,LON-008,Bus,19643,550004,2.34,10.2,10.2,1.1
2022-03-01,2022,3,london,LON-008,Bus,21375,662625,2.2,11.9,15.7,0.84
2022-04-01,2022,4,London,LON-008,Bus,24207,726210,2.44,9.9,9.6,1.15
2022-05-01,2022,5,London,LON-008,Bus,25602,793662,2.26,14.6,9.7,0.83
2022-06-01,2022,6,London,LON-008,Bus,18493,554790,2.22,11.8,10.2,0.92
2022-07-01,2022,7,London,LON-008,Bus,28284,876804,2.37,12.6,13.2,1.15
2022-08-01,2022,8,London,LON-008,Bus,28572,885732,2.35,14.8,14,0.95
2022-09-01,2022,9,London,LON-008,Bus,29076,872280,2.47,14.5,10.8,1.15
2022-10-01,2022,10,London,LON-008,Bus,31154,965774,2.29,17,10.9,0.94
2022-11-01,2022,11,London,LON-008,Bus,25845,775350,2.49,11.7,14.8,1.15
2022-12-01,2022,12,London,LON-008,Bus,20050,621550,2.19,10.2,8.5,1.12
2023-01-01,2023,1,London,LON-008,Bus,20136,624216,2.27,12.9,10.9,0.89
2023-02-01,2023,2,London,LON-008,Bus,22404,627312,2.25,10.7,11.7,1.15
2023-03-01,2023,3,London,LON-008,Bus,16661,516491,2.37,11.7,10.7,0.84
2023-04-01,2023,4,London,LON-008,Bus,31310,939300,2.26,15.9,12.1,1.15
2023-05-01,2023,5,London,LON-008,Bus,24411,756741,2.6,11.2,17.6,1.15
2023-06-01,2023,6,London,LON-008,Bus,34623,1038690,2.5,17.2,14.2,1.14
2023-07-01,2023,7,London,LON-008,Bus,30043,931333,2.45,15.9,13.2,1.1
2023-08-01,2023,8,London,LON-008,Bus,27611,855941,2.39,13.8,15.4,1.01
2023-09-01,2023,9,London,LON-008,Bus,23971,719130,2.29,13.1,9.8,1.03
2023-10-01,2023,10,London,LON-008,Bus,25191,780921,2.44,11.5,15.5,1.15
2023-11-01,2023,11,London,LON-008,Bus,26171,785130,2.3,13.6,12,1.07
2023-12-01,2023,12,London,LON-008,Bus,26769,829839,2.32,15,16.5,1.08
2024-01-01,2024,1,london,LON-008,Bus,24818,769358,2.34,13.1,15.1,1.03
2024-02-01,2024,2,London,LON-008,Bus,26663,773227,2.39,11.8,13.4,1.15
2024-03-01,2024,3,LDN,LON-008,Bus,35992,1115752,2.45,16.8,12,1.12
2024-04-01,2024,4,LDN,LON-008,Bus,33335,1000050,2.31,16.5,16.2,1.11
2024-05-01,2024,5,London,LON-008,Bus,23595,731445,2.36,13.1,14.1,0.95
